CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
INGENIEROS, JOSE;2900;56;41000;732.1;3;0;FRENTE;;;;;;VILLA SANTA RITA;11;-58.480690880714519;-34.610155839371103
IRALA;100;58;35000;603.4;3;15;FRENTE;;;;;;BOCA;4;-58.368587282265153;-34.629474216880524
IRIGOYEN;1006;60;43000;716.7;3;25;FRENTE;;;;;;VERSALLES;10;-58.513199460978761;-34.631086843144175
IRIGOYEN, BERNARDO de;200;66;65000;984.8;3;50;FRENTE;;;;;;MONSERRAT;1;-58.380813030756755;-34.60963919884091
ITUZAINGO;900;60;39000;650.0;3;30;FRENTE;;;;;;BARRACAS;4;-58.376100273087943;-34.632319129997697
JACQUES, AMADEO;7000;55;39000;709.1;3;6;FRENTE;;SI;;;;LINIERS;9;-58.527435946099814;-34.636115097668593
JACQUES, AMADEO;7020;60;39000;650.0;3;6;FRENTE;SI;SI;;;;LINIERS;9;-58.529012217455666;-34.63622908467201
JARAMILLO;1700;50;40000;800.0;3;35;INTERNO;;;;;;NUÑEZ;13;-58.461232594967001;-34.544106218360632
JARAMILLO;1800;50;40000;800.0;3;0;LATERAL;SI;;;;;NUÑEZ;13;-58.462174178167153;-34.544589750879553
JARAMILLO;2000;111;230000;2072.1;3;6;FRENTE;SI;SI;;;;NUÑEZ;13;-58.465163938728551;-34.546251182998979
JARAMILLO;2300;50;61500;1230.0;3;6;FRENTE;;SI;;;;NUÑEZ;13;-58.46757844033575;-34.547630988081316
JARAMILLO;2600;61;47500;778.7;3;28;LATERAL;;;;;;SAAVEDRA;12;-58.470517663202145;-34.548810176717474
JARAMILLO;2877;60;45000;750.0;3;0;LATERAL;;;;;;SAAVEDRA;12;-58.472699239426191;-34.550272033474897
JARAMILLO;3200;53;35000;660.4;3;35;FRENTE;;;;;;SAAVEDRA;12;-58.475306019844055;-34.55131003668702
JARAMILLO;3300;53;35000;660.4;3;35;FRENTE;;;;;;SAAVEDRA;12;-58.475982470583055;-34.551661904227224
JARAMILLO;3500;50;37500;750.0;3;35;FRENTE;;;;;;SAAVEDRA;12;-58.477859176917768;-34.552646772152215
JAURES JEAN;1100;24;32000;1333.3;1;30;INTERNO;;;;;;RECOLETA;2;-58.406460456628267;-34.598032460846362
JAURES, JEAN;300;80;49800;622.5;3;45;CONTRAFRENTE;;;;;;BALVANERA;3;-58.410302751956195;-34.607948571028295
JAURES, JEAN;400;45;36500;811.1;3;30;CONTRAFRENTE;;;;;;BALVANERA;3;-58.409805311931827;-34.606723886482293
JAURES, JEAN;600;44;33000;750.0;3;35;CONTRAFRENTE;;;;;;BALVANERA;3;-58.408523212471742;-34.603546303649587
JAURES, JEAN;900;70;66700;952.9;3;40;CONTRAFRENTE;;;;;;BALVANERA;3;-58.407413271823543;-34.600650842246303
JAURES, JEAN;1100;52;49900;959.6;3;50;;;;;;;RECOLETA;2;-58.406460456628267;-34.598032460846362
JAURES, JEAN;1161;80;98000;1225.0;3;3;FRENTE;SI;SI;;;;RECOLETA;2;-58.406557278350888;-34.596399608362525
JUAREZ, BENITO;3300;62;35000;564.5;3;30;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.514026477344281;-34.610075497445344
JUFRE;100;57;47000;824.6;3;45;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.429111717606482;-34.598894232663334
JUFRE;100;55;56000;1018.2;3;A ESTRENAR;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.429111717606482;-34.598894232663334
JUFRE;100;56;62500;1116.1;3;A ESTRENAR;FRENTE;;;;;;VILLA CRESPO;15;-58.429111717606482;-34.598894232663334
JUFRE;200;55;55000;1000.0;3;5;FRENTE;;;;;;VILLA CRESPO;15;-58.429941710117802;-34.598009815400765
JUJUY;200;82;52000;634.1;3;60;FRENTE;SI;;;;;BALVANERA;3;-58.405410228530293;-34.61238261119788
JUJUY;348;69;38900;563.8;3;40;CONTRAFRENTE;SI;;;;;BALVANERA;3;-58.404946054255333;-34.613966849596871
JUJUY;500;32;24000;750.0;1;0;CONTRAFRENTE;;;;;;BALVANERA;3;-58.404404423851531;-34.615763061850068
JUJUY;1200;35;33900;968.6;1;5;FRENTE;;;;;;SAN CRISTOBAL;3;-58.402017423596277;-34.623721675065404
JUNCAL;600;26;70000;2692.3;1;40;FRENTE;;;;;;RETIRO;1;-58.376037978773695;-34.593029259049835
JUNCAL;800;135;170000;1259.3;3;0;;;;;;;RETIRO;1;-58.37855914033851;-34.593021950890659
JUNCAL;1200;92;100000;1087.0;3;30;CONTRAFRENTE;SI;;;;;RETIRO;1;-58.384408547704943;-34.592960994835408
JUNCAL;1200;94;105000;1117.0;3;60;FRENTE;;;;;;RETIRO;1;-58.384408547704943;-34.592960994835408
JUNCAL;1600;36;65000;1805.6;1;50;;;;;;;RECOLETA;2;-58.392105946718672;-34.593968448510424
JUNCAL;2000;55;75000;1363.6;3;25;CONTRAFRENTE;;;;;;RECOLETA;2;-58.394320592213077;-34.593482530754386
JUNCAL;2000;80;100000;1250.0;3;0;;SI;SI;;;;RECOLETA;2;-58.394320592213077;-34.593482530754386
JUNCAL;2100;119;140000;1176.5;3;0;FRENTE;;;;;;RECOLETA;2;-58.397515211626057;-34.593003015307112
JUNCAL;2300;200;240000;1200.0;3;80;FRENTE;;;;;;RECOLETA;2;-58.398700455450943;-34.592363869965169
JUNCAL;2401;101;110000;1089.1;3;0;FRENTE;;;;;;RECOLETA;2;-58.402461995920021;-34.59111516850723
JUNCAL;2600;50;68000;1360.0;3;30;FRENTE;;;;;;RECOLETA;2;-58.402334274771384;-34.590863925974901
JUNCAL;2616;70;65500;935.7;3;0;FRENTE;;;;;;RECOLETA;2;-58.404039454202113;-34.589593028145522
JUNCAL;2700;87;95000;1092.0;3;20;FRENTE;;;;;;RECOLETA;2;-58.403178731750039;-34.590234546397525
JUNCAL;2800;52;66000;1269.2;3;35;FRENTE;;;;;;RECOLETA;2;-58.404212230241669;-34.589464251750144
JUNCAL;2800;156;119000;762.8;3;0;CONTRAFRENTE;;;;;;RECOLETA;2;-58.404212230241669;-34.589464251750144
JUNCAL;3000;97;70000;721.6;3;35;CONTRAFRENTE;;;;;;RECOLETA;2;-58.406363882733409;-34.587865544761961
JUNCAL;3700;70;73000;1042.9;3;35;FRENTE;;;;;;PALERMO;14;-58.413288480792104;-34.583373472949958
JUNCAL;4500;98;175000;1785.7;3;6;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.421856229459138;-34.577630736347061
JUNCAL;4540;67;89000;1328.4;3;7;FRENTE;;;;;;PALERMO;14;-58.423063610008207;-34.576907057776644
JUNCAL;4600;70;120000;1714.3;3;5;FRENTE;SI;;;;;PALERMO;14;-58.422516025404825;-34.577235269225319
JUNCAL;4600;95;200000;2105.3;3;3;FRENTE;SI;SI;;;;PALERMO;14;-58.422516025404825;-34.577235269225319
JUNIN;500;15;26900;1793.3;1;25;FRENTE;;;;;;BALVANERA;3;-58.39661740887945;-34.604515421697123
JUNIN;500;15;24900;1660.0;1;30;FRENTE;;;;;;BALVANERA;3;-58.39661740887945;-34.604515421697123
JUNIN;500;20;22500;1125.0;1;38;INTERNO;;;;;;BALVANERA;3;-58.39661740887945;-34.604515421697123
JUNIN;700;35;37500;1071.4;1;35;FRENTE;;;;;;BALVANERA;3;-58.396855781224687;-34.60217371295591
JUNIN;1100;78;79800;1023.1;3;50;CONTRAFRENTE;;;;;;RECOLETA;2;-58.397537815308944;-34.595589054747251
JUNIN;1500;80;87000;1087.5;3;70;FRENTE;;;;;;RECOLETA;2;-58.395876188621315;-34.591907421826107
JUNIN;1500;92;94000;1021.7;3;0;;;;;;;RECOLETA;2;-58.395876188621315;-34.591907421826107
JUNIN;1600;127;450000;3543.3;3;A ESTRENAR;FRENTE;;SI;;;;RECOLETA;2;-58.394805092784949;-34.590987144862872
JUNIN;1600;75;124800;1664.0;3;15;CONTRAFRENTE;;;;;;RECOLETA;2;-58.394805092784949;-34.590987144862872
JURAMENTO;1400;67;62000;925.4;3;30;FRENTE;;;;;;BELGRANO;13;-58.446525739305741;-34.556153420839706
JURAMENTO;1400;67;48000;716.4;3;25;FRENTE;;;;;;BELGRANO;13;-58.446525739305741;-34.556153420839706
JURAMENTO;1400;55;51000;927.3;3;35;FRENTE;;;;;;BELGRANO;13;-58.446525739305741;-34.556153420839706
JURAMENTO;1500;66;58500;886.4;3;0;CONTRAFRENTE;;;;;;BELGRANO;13;-58.447589026857699;-34.556784100358882
JURAMENTO;1900;18;33000;1833.3;1;30;LATERAL;;;;;;BELGRANO;13;-58.452084237547538;-34.559342316241299
JURAMENTO;2800;50;59900;1198.0;3;30;FRENTE;;SI;;;;BELGRANO;13;-58.460248200722518;-34.564304542662725
JURAMENTO;2940;80;66000;825.0;3;0;FRENTE;SI;;;;;BELGRANO;13;-58.461608894743442;-34.565111539163354
JURAMENTO;4600;55;31500;572.7;3;40;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.477732544950705;-34.574631232686535
JURAMENTO;4800;85;73000;858.8;3;40;FRENTE;;;;;;VILLA URQUIZA;12;-58.479340899882807;-34.575387230641162
JURAMENTO;4900;44;40000;909.1;3;9;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.480433337924616;-34.576603394295226
JURAMENTO;5000;80;73000;912.5;3;0;;;;;;;VILLA URQUIZA;12;-58.481246994033086;-34.577567869376303
JURAMENTO;5200;60;49900;831.7;3;20;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.483750133617256;-34.579018530716368
JURAMENTO;5200;65;73000;1123.1;3;20;FRENTE;SI;SI;;;;VILLA URQUIZA;12;-58.483750133617256;-34.579018530716368
JUSTO, JUAN B.;700;60;54000;900.0;3;30;LATERAL;;;;;;PALERMO;14;-58.42714537244921;-34.579140329918673
JUSTO, JUAN B.;2300;55;30000;545.5;3;28;LATERAL;;;;;;VILLA CRESPO;15;-58.441614787425188;-34.593076380642358
JUSTO, JUAN B.;2400;62;36000;580.6;3;0;;;;;;;VILLA CRESPO;15;-58.442590837961205;-34.593753958038803
JUSTO, JUAN B.;2500;27;27000;1000.0;1;30;LATERAL;;;;;;VILLA CRESPO;15;-58.443403380794336;-34.594318043910725
JUSTO, JUAN B.;2500;73;37000;506.8;3;35;FRENTE;;;;;;VILLA CRESPO;15;-58.443403380794336;-34.594318043910725
JUSTO, JUAN B.;2700;95;44900;472.6;3;60;FRENTE;;;;;;VILLA CRESPO;15;-58.445419202728026;-34.595643927316075
JUSTO, JUAN B.;2800;59;44000;745.8;3;25;FRENTE;;;;;;VILLA CRESPO;15;-58.446501267146793;-34.596394755060132
JUSTO, JUAN B.;3000;56;45000;803.6;3;25;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.448680904900819;-34.597906442610658
JUSTO, JUAN B.;3100;68;43000;632.4;3;38;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.449762120288824;-34.598655960704008
JUSTO, JUAN B.;3300;62;39000;629.0;3;30;FRENTE;;;;;;VILLA CRESPO;15;-58.451960448439287;-34.600160865163922
JUSTO, JUAN B.;3600;48;35000;729.2;3;0;FRENTE;;;;;;VILLA CRESPO;15;-58.454864255451696;-34.602210551131712
JUSTO, JUAN B.;3604;48;28000;583.3;3;0;FRENTE;;;;;;VILLA CRESPO;15;-58.45491112463241;-34.602242474530335
JUSTO, JUAN B.;4000;70;37000;528.6;3;0;FRENTE;;;;;;CABALLITO;6;-58.458359423182152;-34.604588637760287
JUSTO, JUAN B.;4200;58;29500;508.6;3;50;CONTRAFRENTE;;;;;;VILLA GRAL. MITRE;11;-58.459620055270562;-34.605106684319189
JUSTO, JUAN B.;4700;60;37000;616.7;3;50;CONTRAFRENTE;;;;;;VILLA GRAL. MITRE;11;-58.465229078053255;-34.609729707799644
JUSTO, JUAN B.;5000;61;36000;590.2;3;35;FRENTE;;;;;;VILLA GRAL. MITRE;11;-58.46885621816822;-34.612063845809047
JUSTO, JUAN B.;5100;60;33500;558.3;3;0;CONTRAFRENTE;;;;;;VILLA GRAL. MITRE;11;-58.469936319121175;-34.612638421275683
JUSTO, JUAN B.;5138;70;39000;557.1;3;40;CONTRAFRENTE;;;;;;VILLA GRAL. MITRE;11;-58.470367458284983;-34.612867771653058
JUSTO, JUAN B.;5400;77;45000;584.4;3;35;FRENTE;;;;;;VILLA GRAL. MITRE;11;-58.472918511461039;-34.615145295799927
JUSTO, JUAN B.;7100;30;29000;966.7;1;30;FRENTE;;;;;;VELEZ SARSFIELD;10;-58.49099391353392;-34.62712117858527
JUSTO, JUAN B.;7200;53;29900;564.2;3;35;FRENTE;;;;;;VELEZ SARSFIELD;10;-58.491775297573376;-34.627645679193257
JUSTO, JUAN B.;7500;47;31000;659.6;3;40;FRENTE;;;;;;VELEZ SARSFIELD;10;-58.494767131042053;-34.62962170894999
JUSTO, JUAN B.;8054;66;37900;574.2;3;35;FRENTE;;;;;;VILLA LURO;10;-58.502377324255193;-34.632782538321997
JUSTO, JUAN B.;8200;66;36000;545.5;3;40;CONTRAFRENTE;;;;;;VILLA LURO;10;-58.502959182330493;-34.633520892794436
JUSTO, JUAN B.;8300;72;39000;541.7;3;30;FRENTE;;;;;;VILLA LURO;10;-58.504992468101847;-34.633901500851636
JUSTO, JUAN B.;8800;70;34000;485.7;3;50;;;;;;;LINIERS;9;-58.512695279354013;-34.63408221376497
JUSTO, JUAN B.;9000;58;31500;543.1;3;0;;;;;;;LINIERS;9;-58.515383468962916;-34.633155929127099
JUSTO, JUAN B.;9100;55;32000;581.8;3;25;FRENTE;;SI;;;;LINIERS;9;-58.517972167622887;-34.633355824695457
KENNEDY, JOHN FITGERALD;2800;179;312000;1743.0;3;12;FRENTE;;SI;;;;PALERMO;14;-58.42001037105242;-34.576274931876185
KENNEDY, JOHN FITGERALD;2900;233;450000;1931.3;3;25;FRENTE;;SI;;;;PALERMO;14;-58.419580963481458;-34.575449026399269
LA HAYA;4093;60;48500;808.3;3;0;FRENTE;;;;;;PARQUE CHAS;15;-58.477743639922785;-34.580644000193928
LA PAMPA;800;63;69000;1095.2;3;15;FRENTE;;SI;;;;BELGRANO;13;-58.436468936763127;-34.554147354066991
LA PAMPA;800;66;64000;969.7;3;40;LATERAL;;;;;;BELGRANO;13;-58.436468936763127;-34.554147354066991
LA PAMPA;1400;105;165000;1571.4;3;7;FRENTE;;SI;;;;BELGRANO;13;-58.443183057720475;-34.558154892928876
LA PAMPA;1415;54;52500;972.2;3;28;;SI;;;;;BELGRANO;13;-58.444972827862003;-34.559549522955315
LA PAMPA;1500;80;102000;1275.0;3;4;FRENTE;;SI;;;;BELGRANO;13;-58.444318464051761;-34.558830131356956
LA PAMPA;1500;59;70000;1186.4;3;20;CONTRAFRENTE;;;;;;BELGRANO;13;-58.444318464051761;-34.558830131356956
LA PAMPA;2000;65;58000;892.3;3;35;INTERNO;;SI;;;;BELGRANO;13;-58.449741544783585;-34.562039551971388
LA PAMPA;2100;80;82000;1025.0;3;55;FRENTE;;;;;;BELGRANO;13;-58.45063845917349;-34.56257080383746
LA PAMPA;2900;69;75000;1087.0;3;29;LATERAL;SI;SI;;;;BELGRANO;13;-58.458046220326828;-34.566875316200878
LA PAMPA;2900;70;123000;1757.1;3;5;FRENTE;SI;SI;;;;BELGRANO;13;-58.458046220326828;-34.566875316200878
LA PAMPA;2900;89;140000;1573.0;3;5;FRENTE;;;;;;BELGRANO;13;-58.458046220326828;-34.566875316200878
LA PAMPA;5900;35;38000;1085.7;1;0;;;;;;;VILLA URQUIZA;12;-58.48715364783066;-34.583703393295309
LA PLATA;100;70;65000;928.6;3;20;LATERAL;;;;;;ALMAGRO;5;-58.428847187456284;-34.616188638020368
LA PLATA;200;75;68000;906.7;3;30;INTERNO;;;;;;ALMAGRO;5;-58.428642778768513;-34.617114488994879
LA PLATA;555;80;59800;747.5;3;0;;SI;;;;;CABALLITO;6;-58.428089082239381;-34.6214244218394
LA PLATA;1400;45;42500;944.4;3;0;FRENTE;;;;;;BOEDO;5;-58.425593926627705;-34.631451175303461
LA PLATA;1500;45;19900;442.2;3;0;CONTRAFRENTE;;;;;;BOEDO;5;-58.425372653207589;-34.632321853968676
LA PLATA;1600;45;28500;633.3;3;16;FRENTE;;;;;;BOEDO;5;-58.425024152257365;-34.633668827959774
LA RIOJA;1000;55;41000;745.5;3;0;FRENTE;;;;;;SAN CRISTOBAL;3;-58.407728636881778;-34.620923869279238
LA RIOJA;1115;55;39000;709.1;3;35;FRENTE;;;;;;SAN CRISTOBAL;3;-58.406937990528405;-34.624188396703218
LA RIOJA;1200;68;47000;691.2;3;35;FRENTE;;;;;;SAN CRISTOBAL;3;-58.407375584847742;-34.623258319602968
LACARRA;50;30;25000;833.3;1;30;CONTRAFRENTE;;;;;;VELEZ SARSFIELD;10;-58.486870296801911;-34.635640741038692
LACROZE, FEDERICO;1700;25;34950;1398.0;1;30;FRENTE;;;;;;PALERMO;14;-58.4383237585755;-34.562884657298845
LACROZE, FEDERICO;1700;70;83000;1185.7;3;0;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.4383237585755;-34.562884657298845
LACROZE, FEDERICO;1800;72;70000;972.2;3;35;FRENTE;;;;;;PALERMO;14;-58.438960423548224;-34.563605898056942
LACROZE, FEDERICO;1906;98;94000;959.2;3;0;;SI;SI;;;;PALERMO;14;-58.441571310312888;-34.566337547349185
LACROZE, FEDERICO;1935;86;75000;872.1;3;0;;SI;;;;;PALERMO;14;-58.440987099353521;-34.566169101764665
LACROZE, FEDERICO;2137;83;83000;1000.0;3;0;;;;;;;PALERMO;14;-58.441861296002131;-34.567065719035838
LACROZE, FEDERICO;2200;115;120000;1043.5;3;50;FRENTE;;SI;;;;PALERMO;14;-58.441680221128173;-34.566449253171925
LACROZE, FEDERICO;2200;92;81500;885.9;3;0;;SI;SI;;;;PALERMO;14;-58.441680221128173;-34.566449253171925
LACROZE, FEDERICO;3100;33;37000;1121.2;1;0;CONTRAFRENTE;;;;;;COLEGIALES;13;-58.448534729356474;-34.576011117626308
LACROZE, FEDERICO;3100;33;41000;1242.4;1;0;CONTRAFRENTE;;;;;;COLEGIALES;13;-58.448534729356474;-34.576011117626308
LACROZE, FEDERICO;3800;120;61900;515.8;3;50;FRENTE;;;;;;CHACARITA;15;-58.452367557276013;-34.582428988198089
LADINES;2500;62;40000;645.2;3;40;CONTRAFRENTE;;;;;;VILLA PUEYRREDON;12;-58.49897240808923;-34.580130400619439
LADINES;3000;100;55000;550.0;3;25;FRENTE;;;;;;VILLA PUEYRREDON;12;-58.505264655784742;-34.584009456273797
LADINES;3560;50;32000;640.0;3;0;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.513778148005208;-34.589264852930718
LAFINUR;2900;77;95000;1233.8;3;20;FRENTE;;;;;;PALERMO;14;-58.414489329644617;-34.580573566225645
LAFINUR;3000;34;44000;1294.1;1;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.415063335679363;-34.581721143793509
LAFUENTE;10;84;89840;1069.5;3;A ESTRENAR;CONTRAFRENTE;;;;;;FLORES;7;-58.467908415941061;-34.631651651613318
LAFUENTE;100;47;50500;1074.5;1;0;CONTRAFRENTE;;;;;;FLORES;7;-58.468441970759962;-34.630444658813587
LAFUENTE;100;84;76760;913.8;3;A ESTRENAR;CONTRAFRENTE;;;;;;FLORES;7;-58.468441970759962;-34.630444658813587
LAFUENTE;143;60;39500;658.3;3;36;CONTRAFRENTE;;;;;;FLORES;7;-58.467244187004589;-34.632373057285534
LAFUENTE;200;53;37000;698.1;3;5;CONTRAFRENTE;;;;;;FLORES;7;-58.467844338698768;-34.631796600445057
LAFUENTE;200;56;42000;750.0;3;20;LATERAL;;;;;;FLORES;7;-58.467844338698768;-34.631796600445057
LAFUENTE;200;40;45000;1125.0;1;0;;;;;;;FLORES;7;-58.467844338698768;-34.631796600445057
LAFUENTE;1500;30;16800;560.0;1;0;FRENTE;;;;;;FLORES;7;-58.457769399684821;-34.647499760690756
LAGUNA;700;36;28000;777.8;1;22;FRENTE;;;;;;PARQUE AVELLANEDA;9;-58.47877534071074;-34.640641754687977
LAGUNA;700;70;39500;564.3;3;25;CONTRAFRENTE;;SI;;;;PARQUE AVELLANEDA;9;-58.47877534071074;-34.640641754687977
LAGUNA;730;60;35000;583.3;3;0;;;;;;;PARQUE AVELLANEDA;9;-58.477528522768978;-34.641626759160879
LAMARCA, EMILIO;200;70;48000;685.7;3;40;CONTRAFRENTE;;;;;;FLORESTA;10;-58.477289647310862;-34.631022934130058
LAMARCA, EMILIO;1700;63;37500;595.2;3;35;CONTRAFRENTE;;;;;;VILLA SANTA RITA;11;-58.488920675123424;-34.617066308380288
LAMARCA, EMILIO;2151;50;37500;750.0;3;0;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.493747758640311;-34.612913729173762
LAMARCA, EMILIO;3300;55;43000;781.8;3;25;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.501033894401608;-34.603713215777987
LAMARCA, EMILIO;3300;44;25000;568.2;3;28;LATERAL;;;;;;VILLA DEL PARQUE;11;-58.501033894401608;-34.603713215777987
LAMARCA, EMILIO;3600;47;42700;908.5;3;25;LATERAL;;;;;;VILLA DEVOTO;11;-58.503784172889205;-34.600294287448655
LAMARCA, EMILIO;3600;76;58000;763.2;3;30;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.503784172889205;-34.600294287448655
LAMAS, ANDRES;2000;70;39000;557.1;3;A ESTRENAR;FRENTE;;;;;;VILLA GRAL. MITRE;11;-58.468631723643043;-34.607655019551977
LAMBARE;854;60;72000;1200.0;3;A ESTRENAR;FRENTE;;SI;;;;ALMAGRO;5;-58.430253380045777;-34.60408848459798
LAMBARE;900;55;45000;818.2;3;60;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.430365979781726;-34.604919221311015
LAMBARE;1000;65;50000;769.2;3;30;FRENTE;;;;;;ALMAGRO;5;-58.430242836699101;-34.604010490291017
LAMBARE;1100;57;25000;438.6;3;30;FRENTE;;;;;BALCON;ALMAGRO;5;-58.430007589872169;-34.602266260850421
LAPRIDA;1200;68;80000;1176.5;3;28;FRENTE;;SI;;;;RECOLETA;2;-58.408288812969374;-34.596185926017988
LAPRIDA;1200;20;31000;1550.0;1;30;LATERAL;;;;;;RECOLETA;2;-58.408288812969374;-34.596185926017988
LAPRIDA;1200;32;49000;1531.3;1;0;FRENTE;;;;;;RECOLETA;2;-58.408288812969374;-34.596185926017988
LAPRIDA;1200;44;64500;1465.9;1;0;FRENTE;;;;;;RECOLETA;2;-58.408288812969374;-34.596185926017988
LAPRIDA;1225;78;70000;897.4;3;0;CONTRAFRENTE;;;;;;RECOLETA;2;-58.407575578914901;-34.593886036003759
LAPRIDA;1259;85;80000;941.2;3;0;FRENTE;SI;;;;;RECOLETA;2;-58.407774725546957;-34.594356462487454
LAPRIDA;1300;70;78000;1114.3;3;7;FRENTE;;;;;;RECOLETA;2;-58.407700359564402;-34.594999260393699
LAPRIDA;1300;60;73000;1216.7;3;30;CONTRAFRENTE;SI;;;;;RECOLETA;2;-58.407700359564402;-34.594999260393699
LAPRIDA;1300;78;70000;897.4;3;0;CONTRAFRENTE;;;;;;RECOLETA;2;-58.407700359564402;-34.594999260393699
LAPRIDA;1300;85;80000;941.2;3;0;FRENTE;SI;;;;;RECOLETA;2;-58.407700359564402;-34.594999260393699
LAPRIDA;1400;63;75000;1190.5;3;0;CONTRAFRENTE;;;;;;RECOLETA;2;-58.407119623157492;-34.593633176556793
LAPRIDA;1500;62;72000;1161.3;3;0;;SI;;;;;RECOLETA;2;-58.405962242277219;-34.592663770080165
LAPRIDA;1600;61;54900;900.0;3;0;;SI;;;;;RECOLETA;2;-58.404982011787148;-34.591870613688641
LAPRIDA;1700;86;79000;918.6;3;50;CONTRAFRENTE;;;;;;RECOLETA;2;-58.40411693614292;-34.591198478335031
LAPRIDA;2000;60;60000;1000.0;3;32;FRENTE;;;;;;RECOLETA;2;-58.400785788302585;-34.588584730802786
LAPRIDA;2200;74;100000;1351.4;3;0;;SI;;;;;RECOLETA;2;-58.399039123003064;-34.5872730576083
LARRAÑAGA, DAMASO;600;24;19500;812.5;1;8;INTERNO;;;;;;PARQUE AVELLANEDA;9;-58.491733418085474;-34.643232849488392
LARRALDE, CRISOLOGO;1500;65;105000;1615.4;3;5;FRENTE;;SI;;;;NUÑEZ;13;-58.455734441539882;-34.542852100066753
LARRALDE, CRISOLOGO;2600;65;68000;1046.2;3;0;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.470045159454756;-34.550154822451908
LARRALDE, CRISOLOGO;4747;50;51000;1020.0;3;1;LATERAL;;;;;;SAAVEDRA;12;-58.48960158248773;-34.56003241807624
LARRALDE, CRISOLOGO;4747;85;89000;1047.1;3;1;FRENTE;;SI;;;;SAAVEDRA;12;-58.48960158248773;-34.56003241807624
LARRAYA;2200;21;20000;952.4;1;10;FRENTE;;;;;;MATADEROS;9;-58.492087070982535;-34.658759677431924
LARRAZABAL;200;70;45000;642.9;3;30;LATERAL;;;;;;LINIERS;9;-58.516074077359001;-34.640615959701094
LARRAZABAL;900;50;42000;840.0;3;A ESTRENAR;FRENTE;;;;;;LINIERS;9;-58.507139652772395;-34.647438970547825
LARREA;36;125;49900;399.2;3;50;FRENTE;;;;;;BALVANERA;3;-58.402031784071255;-34.609448312037969
LARREA;50;125;55000;440.0;3;80;FRENTE;;;;;;BALVANERA;3;-58.402040203357906;-34.609274771225287
LARREA;200;26;29000;1115.4;1;60;CONTRAFRENTE;;;;;;BALVANERA;3;-58.402129991396961;-34.607505542862356
LARREA;300;58;39000;672.4;3;70;FRENTE;;;;;;BALVANERA;3;-58.402204332205329;-34.606293924837047
LARREA;500;88;56000;636.4;3;70;FRENTE;;;;;;BALVANERA;3;-58.402379299623441;-34.603458458567758
LARREA;700;66;66000;1000.0;3;25;FRENTE;;;;;;BALVANERA;3;-58.402532219423861;-34.601084054507695
LARREA;700;79;75000;949.4;3;25;FRENTE;;SI;;;;BALVANERA;3;-58.402532219423861;-34.601084054507695
LARREA;700;64;46500;726.6;3;48;CONTRAFRENTE;;;;;;BALVANERA;3;-58.402532219423861;-34.601084054507695
LARREA;700;80;63000;787.5;3;50;FRENTE;;;;;;BALVANERA;3;-58.402532219423861;-34.601084054507695
LARREA;700;75;52000;693.3;3;0;;SI;;;;;BALVANERA;3;-58.402532219423861;-34.601084054507695
LARREA;1073;75;68000;906.7;3;0;;;;;;;RECOLETA;2;-58.401095566223852;-34.595254166577348
LARREA;1100;75;78000;1040.0;3;0;;;;;;;RECOLETA;2;-58.401271821438897;-34.59475321963501
LARREA;1100;80;86000;1075.0;3;0;;;;;;;RECOLETA;2;-58.401271821438897;-34.59475321963501
LARREA;1200;85;82000;964.7;3;0;FRENTE;;;;;;RECOLETA;2;-58.400847223023838;-34.59369282429126
LARREA;1300;61;83000;1360.7;3;24;FRENTE;SI;;;;;RECOLETA;2;-58.400104341801779;-34.591940388978351
LARSEN;2800;43;31500;732.6;3;40;CONTRAFRENTE;;;;;;VILLA PUEYRREDON;12;-58.507412700597506;-34.578524974566889
LAS HERAS, GRAL.;1600;27;46000;1703.7;1;30;LATERAL;;;;;;RECOLETA;2;-58.390965182543219;-34.592674085113742
LAS HERAS, GRAL.;1600;65;90000;1384.6;3;30;FRENTE;SI;;;;;RECOLETA;2;-58.390740501741988;-34.592477588673241
LAS HERAS, GRAL.;1900;65;69500;1069.2;3;0;FRENTE;;;;;;RECOLETA;2;-58.3917847957566;-34.591661254006404
