CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
GODOY CRUZ;1900;78;69500;891.0;3;38;FRENTE;;;;;;PALERMO;14;-58.431960938036902;-34.586077581067201
GODOY CRUZ;1900;65;47000;723.1;3;0;FRENTE;;;;;;PALERMO;14;-58.431960938036902;-34.586077581067201
GODOY CRUZ;2500;52;42000;807.7;3;50;INTERNO;;;;;;PALERMO;14;-58.42722757709393;-34.580679562711403
GODOY CRUZ;2800;108;98000;907.4;3;8;FRENTE;;SI;;;;PALERMO;14;-58.424489486923832;-34.577609353633328
GODOY CRUZ;2900;54;42000;777.8;3;45;CONTRAFRENTE;;;;;;PALERMO;14;-58.423680233225582;-34.576734593237681
GOLETA SANTA CRUZ;6600;50;23000;460.0;3;0;;;;;;;VILLA LUGANO;8;-58.489721366161042;-34.678794171786627
GOMEZ, VALENTIN;3000;60;45900;765.0;3;28;FRENTE;;;;;;BALVANERA;3;-58.406936648180796;-34.605279313667033
GOMEZ, VALENTIN;3000;80;49000;612.5;3;35;CONTRAFRENTE;;;;;;BALVANERA;3;-58.406936648180796;-34.605279313667033
GOMEZ, VALENTIN;3100;72;52000;722.2;3;45;FRENTE;;;;;;BALVANERA;3;-58.408220647989701;-34.605217565170555
GOMEZ, VALENTIN;3174;66;35900;543.9;3;0;FRENTE;SI;;;;;BALVANERA;3;-58.409744227112633;-34.605073854428362
GOMEZ, VALENTIN;3200;68;35900;527.9;3;0;FRENTE;;;;;;BALVANERA;3;-58.409393066354468;-34.605108349542114
GOMEZ, VALENTIN;3286;49;30500;622.4;3;35;CONTRAFRENTE;;;;;;BALVANERA;3;-58.410978032872237;-34.604963655601004
GOMEZ, VALENTIN;3400;45;36000;800.0;3;35;CONTRAFRENTE;;;;;;BALVANERA;3;-58.412072514109127;-34.604972739853444
GOMEZ, VALENTIN;3455;58;29800;513.8;3;0;FRENTE;;;;;;ALMAGRO;5;-58.41403740788239;-34.60519605191152
GOMEZ, VALENTIN;3555;68;44000;647.1;3;30;FRENTE;;;;;;ALMAGRO;5;-58.415266695221646;-34.605042793526032
GOMEZ, VALENTIN;3700;60;69300;1155.0;3;A ESTRENAR;CONTRAFRENTE;SI;;;;;ALMAGRO;5;-58.415862784996612;-34.604694978243067
GOMEZ, VALENTIN;3800;55;42500;772.7;3;30;FRENTE;;;;;;ALMAGRO;5;-58.416932128934825;-34.604561637083911
GONZALEZ, ELPIDIO;2700;59;47000;796.6;3;20;FRENTE;;;;;;VILLA SANTA RITA;11;-58.480442908023257;-34.608144042033999
GONZALEZ, ELPIDIO;4900;72;60000;833.3;3;2;CONTRAFRENTE;;SI;;;;MONTE CASTRO;10;-58.504336231212811;-34.623401520049946
GONZALEZ, JOAQUIN V.;700;37;20000;540.5;3;22;FRENTE;;;;;;FLORESTA;10;-58.48174430108449;-34.626551572034138
GONZALEZ, JOAQUIN V.;4800;115;90000;782.6;3;18;FRENTE;SI;SI;;;;VILLA DEVOTO;11;-58.5139953290793;-34.593496146718131
GORDILLO, TIMOTEO;100;83;59500;716.9;3;15;FRENTE;;;;;;LINIERS;9;-58.522619574097916;-34.639600232639815
GORDILLO, TIMOTEO;700;140;80000;571.4;3;35;;;;;;;LINIERS;9;-58.521362544376387;-34.646399966900802
GORDILLO, TIMOTEO;900;60;42000;700.0;3;3;CONTRAFRENTE;;;;;;LINIERS;9;-58.521471173503969;-34.64753709133911
GOROSTIAGA;1500;120;180000;1500.0;3;7;FRENTE;;;;;;PALERMO;14;-58.436255797811612;-34.565157023073951
GOROSTIAGA;1500;54;58000;1074.1;3;9;INTERNO;;;;;;PALERMO;14;-58.436255797811612;-34.565157023073951
GOROSTIAGA;2300;65;62000;953.8;3;20;CONTRAFRENTE;;;;;;PALERMO;14;-58.441358709670745;-34.569295117382062
GORRITI;3400;59;60000;1016.9;3;7;CONTRAFRENTE;;;;;;RECOLETA;2;-58.413800802986223;-34.595606232461243
GORRITI;4400;49;58000;1183.7;3;25;FRENTE;;;;;;PALERMO;14;-58.424308762335606;-34.594044051476509
GOYENA, PEDRO;800;75;98000;1306.7;3;A ESTRENAR;CONTRAFRENTE;;SI;;;;CABALLITO;6;-58.439067482422494;-34.626393019818231
GOYENA, PEDRO;800;112;108000;964.3;3;A ESTRENAR;CONTRAFRENTE;SI;;;;;CABALLITO;6;-58.439067482422494;-34.626393019818231
GOYENA, PEDRO;800;125;110000;880.0;3;30;FRENTE;;SI;;;;CABALLITO;6;-58.439067482422494;-34.626393019818231
GOYENA, PEDRO;1100;61;59500;975.4;3;25;FRENTE;;SI;;;;CABALLITO;6;-58.44320580095993;-34.62691199537457
GOYENA, PEDRO;1100;82;78500;957.3;3;A ESTRENAR;FRENTE;;;;;;CABALLITO;6;-58.44320580095993;-34.62691199537457
GOYENA, PEDRO;1200;69;60000;869.6;3;25;FRENTE;;;;;;CABALLITO;6;-58.444313437497492;-34.627103066610069
GOYENA, PEDRO;1200;65;42500;653.8;3;38;INTERNO;;;;;;CABALLITO;6;-58.444313437497492;-34.627103066610069
GOYENA, PEDRO;1400;68;75000;1102.9;3;23;FRENTE;;SI;;;;CABALLITO;6;-58.446981277818935;-34.627602873925831
GOYENA, PEDRO;1500;60;52000;866.7;3;9;CONTRAFRENTE;;;;;;CABALLITO;6;-58.448332821123877;-34.627895318212857
GOYENA, PEDRO;1500;57;52500;921.1;3;28;LATERAL;;;;;;CABALLITO;6;-58.448332821123877;-34.627895318212857
GOYENA, PEDRO;1500;70;65000;928.6;3;28;CONTRAFRENTE;;;;;;CABALLITO;6;-58.448332821123877;-34.627895318212857
GOYENA, PEDRO;1500;80;80000;1000.0;3;40;FRENTE;;;;;;CABALLITO;6;-58.448332821123877;-34.627895318212857
GOYENA, PEDRO;1500;50;51900;1038.0;3;50;FRENTE;;;;;;CABALLITO;6;-58.448332821123877;-34.627895318212857
GOYENA, PEDRO;1600;130;130000;1000.0;3;6;FRENTE;;SI;;;;CABALLITO;6;-58.450332621460198;-34.628272532525344
GOYENA, PEDRO;1600;69;83000;1202.9;3;8;FRENTE;;;;;;CABALLITO;6;-58.450332621460198;-34.628272532525344
GOYENA, PEDRO;1700;69;55000;797.1;3;5;FRENTE;;;;;;CABALLITO;6;-58.45250716983211;-34.62866908088273
GOYENA, PEDRO;1700;32;45700;1428.1;1;0;FRENTE;;;;;;CABALLITO;6;-58.45250716983211;-34.62866908088273
GRANADEROS;100;60;55800;930.0;3;5;CONTRAFRENTE;;;;;;FLORES;7;-58.459598421233849;-34.626462702016376
GRECIA;2000;60;49000;816.7;3;0;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.460212116720108;-34.551359311440407
GRECIA;2900;60;49000;816.7;3;25;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.460087355889428;-34.551271970964251
GRECIA;3400;67;57000;850.7;3;0;;;;;;;NUÑEZ;13;-58.462285323079527;-34.548166784381515
GRECIA;3500;49;42000;857.1;3;25;FRENTE;;;;;;NUÑEZ;13;-58.462825283453235;-34.547377569986566
GRECIA;4720;53;53000;1000.0;3;30;FRENTE;SI;;;;;NUÑEZ;13;-58.469649946290552;-34.538175857411218
GRIVEO;2500;50;40000;800.0;3;30;CONTRAFRENTE;;;;;;VILLA PUEYRREDON;12;-58.499097928171949;-34.581850817857401
GRIVEO;2500;32;33000;1031.3;1;0;INTERNO;;;;;;VILLA PUEYRREDON;12;-58.499097928171949;-34.581850817857401
GRIVEO;2769;57;42000;736.8;3;30;CONTRAFRENTE;;;;;;VILLA PUEYRREDON;12;-58.50236099094549;-34.583532151291386
GRIVEO;3700;56;46900;837.5;3;20;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.514230955644479;-34.59121358540277
GUALEGUAYCHU;2300;60;51000;850.0;3;A ESTRENAR;FRENTE;;SI;;;;MONTE CASTRO;10;-58.501802879928839;-34.614598648220237
GUAMINI;1200;51;28000;549.0;3;20;CONTRAFRENTE;;;;;;LINIERS;9;-58.522450750089995;-34.652354558285168
GUARDIA VIEJA;3550;62;44500;717.7;3;70;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.414790554932658;-34.60207286029555
GUARDIA VIEJA;3700;100;79000;790.0;3;70;FRENTE;SI;;;;;ALMAGRO;5;-58.416365918954604;-34.601567631398794
GUARDIA VIEJA;4000;30;18500;616.7;1;20;FRENTE;;;;;;ALMAGRO;5;-58.420607678989391;-34.600835317782206
GUARDIA VIEJA;4200;35;37500;1071.4;1;0;FRENTE;;;;;;ALMAGRO;5;-58.423728415384311;-34.600526455177167
GUATEMALA;4600;46;52000;1130.4;3;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.423712613992457;-34.587107981329325
GUAYAQUIL;10;80;63900;798.8;3;0;FRENTE;;;;;;CABALLITO;6;-58.428412900133509;-34.619572202190419
GUAYAQUIL;100;53;51000;962.3;3;33;FRENTE;;;;;;CABALLITO;6;-58.429696521165688;-34.619756525354518
GUAYAQUIL;100;50;44500;890.0;3;38;CONTRAFRENTE;;;;;;CABALLITO;6;-58.429696521165688;-34.619756525354518
GUAYAQUIL;100;69;88900;1288.4;3;A ESTRENAR;CONTRAFRENTE;;;;;;CABALLITO;6;-58.429696521165688;-34.619756525354518
GUAYAQUIL;200;95;100000;1052.6;3;25;FRENTE;SI;;;;;CABALLITO;6;-58.431241591237445;-34.619975517007276
GUAYAQUIL;200;62;63000;1016.1;3;10;FRENTE;;;;;;CABALLITO;6;-58.431241591237445;-34.619975517007276
GUAYAQUIL;200;67;75000;1119.4;3;25;FRENTE;;SI;;;;CABALLITO;6;-58.431241591237445;-34.619975517007276
GUAYAQUIL;200;65;65000;1000.0;3;30;CONTRAFRENTE;;;;;;CABALLITO;6;-58.431241591237445;-34.619975517007276
GUAYAQUIL;400;72;73900;1026.4;3;35;FRENTE;;;;;;CABALLITO;6;-58.434076836537024;-34.620339992014479
GUAYAQUIL;500;77;70000;909.1;3;45;FRENTE;;;;;;CABALLITO;6;-58.435438173949578;-34.62053563119057
GUAYAQUIL;600;68;48000;705.9;3;35;FRENTE;;;;;;CABALLITO;6;-58.436835362234461;-34.621143338678522
GUAYAQUIL;700;56;46500;830.4;3;35;FRENTE;;;;;;CABALLITO;6;-58.438173579856802;-34.621700033014363
GUAYAQUIL;800;24;25500;1062.5;1;30;FRENTE;;;;;;CABALLITO;6;-58.4403749205566;-34.621731023955398
GUAYAQUIL;800;70;65000;928.6;3;35;CONTRAFRENTE;;;;;;CABALLITO;6;-58.4403749205566;-34.621731023955398
GUAYRA;1800;64;56500;882.8;3;25;FRENTE;;;;;;NUÑEZ;13;-58.457762709783466;-34.548905703884273
GUAYRA;2000;90;59000;655.6;3;45;FRENTE;;;;;BALCON;NUÑEZ;13;-58.459614595263901;-34.549838825348004
GUEMES;2900;49;45000;918.4;3;60;CONTRAFRENTE;;;;;;RECOLETA;2;-58.407900154962853;-34.592481724526813
GUEMES;2900;70;93000;1328.6;3;7;;;;;;;RECOLETA;2;-58.407900154962853;-34.592481724526813
GUEMES;3000;80;95000;1187.5;3;A ESTRENAR;;;;;;;RECOLETA;2;-58.409197277979814;-34.591818454216245
GUEMES;3000;72;74000;1027.8;3;30;CONTRAFRENTE;SI;SI;;;;RECOLETA;2;-58.409197277979814;-34.591818454216245
GUEMES;3500;56;69000;1232.1;3;38;CONTRAFRENTE;;;;;;PALERMO;14;-58.412846846759138;-34.589437177481848
GUEMES;3600;87;79000;908.0;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.413675804174773;-34.588896363390653
GUEMES;3700;20;29800;1490.0;1;35;LATERAL;;;;;;PALERMO;14;-58.414643213276641;-34.588258934413936
GUEMES;3700;107;89000;831.8;3;45;CONTRAFRENTE;SI;;;;;PALERMO;14;-58.414643213276641;-34.588258934413936
GUEMES;4000;64;59500;929.7;3;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.417515647298728;-34.586195032294249
GUEMES;4000;97;85000;876.3;3;45;FRENTE;;;;;;PALERMO;14;-58.417515647298728;-34.586195032294249
GUEMES;4100;60;48000;800.0;3;45;LATERAL;;;;;;PALERMO;14;-58.418631047222583;-34.585390193868903
GUEMES;4100;48;42900;893.8;3;35;INTERNO;;;;;;PALERMO;14;-58.418631047222583;-34.585390193868903
GUEMES;4100;80;80900;1011.3;3;50;FRENTE;;;;;;PALERMO;14;-58.418631047222583;-34.585390193868903
GUEMES;4100;90;82000;911.1;3;50;FRENTE;;;;;;PALERMO;14;-58.418631047222583;-34.585390193868903
GUEMES;4200;50;58000;1160.0;3;7;;SI;SI;;;;PALERMO;14;-58.419732841459634;-34.584592221340394
GUEMES;4200;62;62000;1000.0;3;20;CONTRAFRENTE;;;;;;PALERMO;14;-58.419732841459634;-34.584592221340394
GUEMES;4200;60;49500;825.0;3;45;FRENTE;;;;;;PALERMO;14;-58.419732841459634;-34.584592221340394
GUEMES;4232;80;72000;900.0;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.420347324999298;-34.584146921501748
GUEMES;4238;92;83000;902.2;3;0;;;SI;;;;PALERMO;14;-58.420461658070828;-34.584064066887755
GUEMES;4292;64;66000;1031.3;3;0;FRENTE;SI;;;;;PALERMO;14;-58.421212300842342;-34.583519974129686
GUEMES;4300;65;62000;953.8;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.421319967465429;-34.583441931217209
GUEMES;4500;70;79500;1135.7;3;0;;;;;;;PALERMO;14;-58.422982943370535;-34.582236583157673
GUEMES;4500;120;75000;625.0;3;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.422982943370535;-34.582236583157673
GUEMES;4600;83;82000;988.0;3;50;CONTRAFRENTE;;;;;;PALERMO;14;-58.423843035347879;-34.581613197629466
GUEMES;4700;57;65000;1140.4;3;15;FRENTE;;;;;;PALERMO;14;-58.424613316138043;-34.58105489630038
GUEMES;4700;60;57000;950.0;3;25;CONTRAFRENTE;;;;;;PALERMO;14;-58.424613316138043;-34.58105489630038
GUEMES;4700;60;53000;883.3;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.424613316138043;-34.58105489630038
GUISE;1600;95;88900;935.8;3;2;FRENTE;;SI;;;;PALERMO;14;-58.415244150124295;-34.593352742268131
GUISE;1700;48;52000;1083.3;3;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.414531070664857;-34.592335474496622
GURRUCHAGA;100;82;45000;548.8;3;60;;;;;;;VILLA CRESPO;15;-58.446024877111647;-34.600988008855225
GURRUCHAGA;400;63;49990;793.5;3;30;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.44359757166999;-34.599003282076545
GURRUCHAGA;500;65;48000;738.5;3;30;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.442587657407017;-34.598177515996397
GURRUCHAGA;600;83;59000;710.8;3;35;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.441571368588697;-34.597340008772321
GURRUCHAGA;2100;31;41900;1351.6;1;12;LATERAL;;;;;;PALERMO;14;-58.425069936048359;-34.586830864630926
GURRUCHAGA;2300;65;105000;1615.4;3;9;FRENTE;;;;;;PALERMO;14;-58.42312098280609;-34.585494816356849
GURRUCHAGA;2400;59;59000;1000.0;3;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.42221403169917;-34.584330470358779
GUTEMBERG;2700;90;57000;633.3;3;55;FRENTE;;;;;;AGRONOMIA;15;-58.492150122537652;-34.593250819974273
GUTEMBERG;2800;52;39500;759.6;3;30;FRENTE;;;;;;AGRONOMIA;15;-58.494282527981341;-34.593078665714728
GUTEMBERG;3000;58;36000;620.7;3;27;FRENTE;;;;;;AGRONOMIA;15;-58.497630036356888;-34.593571903196533
GUTIERREZ, JUAN MARIA;2500;99;119000;1202.0;3;35;FRENTE;SI;SI;;;;RECOLETA;2;-58.399138329021852;-34.58720310007979
GUTIERREZ, JUAN MARIA;3900;82;136000;1658.5;3;12;CONTRAFRENTE;SI;SI;;;;PALERMO;14;-58.414506354512255;-34.580678370736869
GUTIERREZ, JUAN MARÍA;2600;69;95000;1376.8;3;30;FRENTE;;;;;;RECOLETA;2;-58.39794911232007;-34.587773605842798
GUTIERREZ, JUAN MARÍA;2618;81;77000;950.6;3;0;LATERAL;;;;;;RECOLETA;2;-58.399930168332325;-34.586541377895585
GUTIERREZ, JUAN MARÍA;2800;60;75000;1250.0;3;27;FRENTE;;;;;;RECOLETA;2;-58.400143367757373;-34.586408761441973
GUTIERREZ, RICARDO;2900;60;49500;825.0;3;20;FRENTE;;;;;;VILLA DEL PARQUE;11;-58.48997570603607;-34.601445876944226
GUTIERREZ, RICARDO;3300;64;75000;1171.9;3;7;CONTRAFRENTE;;SI;;;;VILLA DEL PARQUE;11;-58.496928841753288;-34.601907089527892
GUTIERREZ, RICARDO;4400;76;50000;657.9;3;50;FRENTE;;;;;;VILLA DEVOTO;11;-58.515616275105685;-34.602552543128759
HABANA;3600;60;60000;1000.0;3;13;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.507577614802557;-34.594086897874135
HABANA;4300;50;52000;1040.0;3;25;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.515813768298067;-34.59917164142535
HABANA;4300;54;45000;833.3;3;30;FRENTE;;;;;;VILLA DEVOTO;11;-58.515813768298067;-34.59917164142535
HELGUERA;200;55;47000;854.5;3;40;FRENTE;;;;;;FLORES;7;-58.473585080378406;-34.629219948074386
HELGUERA;200;74;38000;513.5;3;0;FRENTE;;;;;;FLORES;7;-58.473585080378406;-34.629219948074386
HELGUERA;300;65;49000;753.8;3;0;FRENTE;;;;;;FLORES;7;-58.474008876377617;-34.62829010480614
HELGUERA;1100;53;35000;660.4;3;45;LATERAL;;;;;;VILLA SANTA RITA;11;-58.478448126144762;-34.619942226183461
HELGUERA;1300;47;28000;595.7;3;30;INTERNO;;;;;;VILLA SANTA RITA;11;-58.480102658596593;-34.617872659895717
HELGUERA;2200;70;58000;828.6;3;4;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.487010670525237;-34.609222759147301
HELGUERA;2500;55;42000;763.6;3;28;FRENTE;;;;;BALCON;VILLA DEL PARQUE;11;-58.489539893841886;-34.60627717733891
HELGUERA;2800;97;51000;525.8;3;28;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.492216833660919;-34.603159205063868
HELGUERA;3100;62;55000;887.1;3;35;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.494087107284372;-34.600661317005518
HELGUERA;3615;23;30500;1326.1;1;35;INTERNO;;;;;;AGRONOMIA;15;-58.497564540741685;-34.595681527948884
HELGUERA;5400;68;35900;527.9;3;35;CONTRAFRENTE;;;;;;VILLA PUEYRREDON;12;-58.509962656510417;-34.582464824612153
HERNANDARIAS;100;50;28500;570.0;3;40;FRENTE;;;;;;BOCA;4;-58.369372691621827;-34.630692467272297
HERNANDEZ, JOSE;1437;70;85000;1214.3;3;A ESTRENAR;CONTRAFRENTE;;;;;;BELGRANO;13;-58.44386451131826;-34.559995304411807
HERNANDEZ, JOSE;1444;37;46000;1243.2;1;0;CONTRAFRENTE;;;;;;BELGRANO;13;-58.443735093736585;-34.560251061953977
HERNANDEZ, JOSE;1900;103;150000;1456.3;3;20;FRENTE;SI;SI;;;;BELGRANO;13;-58.448696576284675;-34.563174480466188
HERNANDEZ, JOSE;1900;61;71000;1163.9;3;25;CONTRAFRENTE;;SI;;;;BELGRANO;13;-58.448696576284675;-34.563174480466188
HERNANDEZ, JOSE;1900;70;85000;1214.3;3;0;CONTRAFRENTE;;;;;;BELGRANO;13;-58.448696576284675;-34.563174480466188
HERNANDEZ, JOSE;2400;70;66000;942.9;3;30;FRENTE;;;;;;BELGRANO;13;-58.453039952405554;-34.565733365919549
HERNANDEZ, JOSE;2400;90;76000;844.4;3;50;FRENTE;;;;;;BELGRANO;13;-58.453039952405554;-34.565733365919549
HERNANDEZ, JOSE;2400;104;95000;913.5;3;0;FRENTE;;;;;;BELGRANO;13;-58.453039952405554;-34.565733365919549
HERNANDEZ, JOSE;2600;110;130000;1181.8;3;5;FRENTE;SI;SI;;;;BELGRANO;13;-58.45531613611837;-34.566881814209388
HERNANDEZ, RAFAEL;2800;100;105000;1050.0;3;30;FRENTE;;;;;;BELGRANO;13;-58.449492381812782;-34.549987469523366
HIDALGO;100;73;64000;876.7;3;30;CONTRAFRENTE;;SI;;;;CABALLITO;6;-58.437607270635198;-34.618795147354199
HIDALGO;100;72;53500;743.1;3;50;CONTRAFRENTE;SI;;;;;CABALLITO;6;-58.437607270635198;-34.618795147354199
HIDALGO;300;68;65000;955.9;3;25;CONTRAFRENTE;;;;;;CABALLITO;6;-58.438605402776318;-34.616585478404296
HIDALGO;662;55;46800;850.9;3;35;CONTRAFRENTE;;;;;;CABALLITO;6;-58.440282962339701;-34.612691771078651
HIDALGO;700;54;45000;833.3;3;25;FRENTE;;;;;;CABALLITO;6;-58.439907549330229;-34.613537296861331
HIDALGO;1000;85;69000;811.8;3;0;FRENTE;SI;SI;;;;CABALLITO;6;-58.441429065789272;-34.608367338201106
HIDALGO;1300;90;70000;777.8;3;40;CONTRAFRENTE;SI;SI;;;;VILLA CRESPO;15;-58.441918588590823;-34.605712919338337
HIDALGO;1682;75;55000;733.3;3;0;FRENTE;;;;;;VILLA CRESPO;15;-58.444978564034926;-34.602649803897556
HOLMBERG;1500;60;57000;950.0;3;30;FRENTE;;SI;;;;VILLA ORTUZAR;15;-58.469182889169097;-34.578342171269554
HOLMBERG;4100;55;35000;636.4;3;40;FRENTE;;;;;;SAAVEDRA;12;-58.488361482834151;-34.553994256886241
HONDURAS;4000;65;68000;1046.2;3;60;INTERNO;;;;;;PALERMO;14;-58.419532371628804;-34.594273380586188
HONDURAS;4000;80;79000;987.5;3;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.419532371628804;-34.594273380586188
HONDURAS;4300;82;76500;932.9;3;70;FRENTE;;;;;;PALERMO;14;-58.423670008128582;-34.593595157115168
HONDURAS;4421;70;112000;1600.0;3;A ESTRENAR;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.424357026498647;-34.592615728650671
HONDURAS;5600;60;69000;1150.0;3;1;FRENTE;;SI;;;;PALERMO;14;-58.436398343745758;-34.584269621717482
HONDURAS;6000;60;68000;1133.3;3;6;FRENTE;SI;SI;;;;PALERMO;14;-58.440499262070418;-34.581051325222148
HONDURAS;6000;70;78000;1114.3;3;3;CONTRAFRENTE;;;;;;PALERMO;14;-58.440499262070418;-34.581051325222148
HONDURAS;6038;82;56500;689.0;3;7;;;;;;;PALERMO;14;-58.44087018434081;-34.580758390650168
HORTIGUERA;200;53;61500;1160.4;3;28;CONTRAFRENTE;;SI;;;;CABALLITO;6;-58.446385878956598;-34.624657075023521
HORTIGUERA;200;59;40000;678.0;3;0;FRENTE;;;;;;CABALLITO;6;-58.446385878956598;-34.624657075023521
HUALFIN;900;59;52000;881.4;3;30;CONTRAFRENTE;SI;;;;;CABALLITO;6;-58.440724152090169;-34.623977960826906
HUERGO;300;84;98000;1166.7;3;25;FRENTE;SI;SI;;;;PALERMO;14;-58.43197665377717;-34.573029706755996
HUMAHUACA;3800;42;32900;783.3;3;30;FRENTE;;;;;;ALMAGRO;5;-58.416481024835036;-34.602277450264673
HUMAHUACA;4166;62;36000;580.6;3;0;FRENTE;;;;;;ALMAGRO;5;-58.422907920866045;-34.60156325244494
HUMAHUACA;4200;60;42500;708.3;3;29;FRENTE;;;;;;ALMAGRO;5;-58.422400367800392;-34.601613060391266
HUMBERTO 1°;744;72;49900;693.1;3;0;FRENTE;;;;;;SAN TELMO;1;-58.376377147434951;-34.620992933323471
HUMBERTO 1°;2400;68;39000;573.5;3;25;FRENTE;;;;;;SAN CRISTOBAL;3;-58.399511427494545;-34.622210892178259
HUMBERTO 1°;3500;90;69900;776.7;3;30;FRENTE;;;;;;BOEDO;5;-58.414716295202396;-34.624504113790124
HUMBOLDT;1800;70;47000;671.4;3;0;;SI;;;;;PALERMO;14;-58.434649989657075;-34.584033354197686
HUMBOLDT;2208;94;105616;1123.6;3;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.431073320588126;-34.580913590474793
HUMBOLDT;2400;43;39500;918.6;1;1;CONTRAFRENTE;;;;;;PALERMO;14;-58.429130317867028;-34.579217897275399
HUMBOLDT;2400;70;60000;857.1;3;20;INTERNO;;;;;;PALERMO;14;-58.429130317867028;-34.579217897275399
HUSARES;2200;66;95000;1439.4;3;3;FRENTE;;SI;;;;BELGRANO;13;-58.443116050896606;-34.552548406469931
IBERA;2100;60;69900;1165.0;3;31;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.461139861334409;-34.551934709569565
IBERA;2300;36;49500;1375.0;1;0;CONTRAFRENTE;SI;;;;;NUÑEZ;13;-58.463370237425551;-34.5530781334419
IBERA;2300;40;48200;1205.0;1;0;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.463370237425551;-34.5530781334419
IBERA;2300;55;51300;932.7;1;0;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.463370237425551;-34.5530781334419
IBERA;2300;70;79000;1128.6;3;A ESTRENAR;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.463370237425551;-34.5530781334419
IBERA;2300;86;89000;1034.9;3;A ESTRENAR;FRENTE;;;;;;NUÑEZ;13;-58.463370237425551;-34.5530781334419
IBERA;2400;66;71500;1083.3;3;A ESTRENAR;FRENTE;;;;;;NUÑEZ;13;-58.464425497650822;-34.553622993575281
IBERA;2458;85;64900;763.5;3;0;FRENTE;;;;;;NUÑEZ;13;-58.465046677347203;-34.553952119907727
IBERA;5100;60;45900;765.0;3;35;FRENTE;;;;;;VILLA URQUIZA;12;-58.489702666576378;-34.566238212729964
IBERA;5400;55;37000;672.7;3;30;FRENTE;;;;;;VILLA URQUIZA;12;-58.493866523993731;-34.568596399071865
INCLAN;4200;30;23500;783.3;1;22;;;;;;;BOEDO;5;-58.421422675313735;-34.633195147186342
INCLAN;4200;45;19900;442.2;3;25;CONTRAFRENTE;;;;;;BOEDO;5;-58.421422675313735;-34.633195147186342
INCLAN;4230;45;28500;633.3;3;15;FRENTE;;;;;;BOEDO;5;-58.423523754237401;-34.633402644240768
INDEPENDENCIA;1200;72;52000;722.2;3;30;FRENTE;;;;;;CONSTITUCION;1;-58.382993605711647;-34.617868647505531
INDEPENDENCIA;1700;35;29900;854.3;1;50;LATERAL;;;;;;CONSTITUCION;1;-58.390309191022808;-34.618215210492707
INDEPENDENCIA;2500;52;38900;748.1;3;25;FRENTE;;;;;;SAN CRISTOBAL;3;-58.400949295280348;-34.618800898601364
INDEPENDENCIA;2800;65;46000;707.7;3;40;FRENTE;;;;;;SAN CRISTOBAL;3;-58.404957445332798;-34.61927783213175
INDEPENDENCIA;3200;56;53000;946.4;3;5;FRENTE;;;;;;SAN CRISTOBAL;3;-58.410770307175234;-34.620467152539021
INDEPENDENCIA;3900;52;35000;673.1;3;40;CONTRAFRENTE;;;;;;BOEDO;5;-58.420476790656892;-34.621406360658163
INDEPENDENCIA;4000;70;49000;700.0;3;25;FRENTE;;;;;;BOEDO;5;-58.422179509774416;-34.621527108212383
INDEPENDENCIA;4000;74;39900;539.2;3;0;;;;;;;BOEDO;5;-58.422179509774416;-34.621527108212383
INGENIEROS, JOSE;2800;57;44000;771.9;3;20;CONTRAFRENTE;;;;;;VILLA SANTA RITA;11;-58.479381635752141;-34.609467795259441
INGENIEROS, JOSE;2800;63;52000;825.4;3;32;FRENTE;;;;;;VILLA SANTA RITA;11;-58.479381635752141;-34.609467795259441
